session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd
346,19/09/2024,Australia,Mobile,Direct,Electronics,5,7.56,0,0,0.00
347,11/03/2023,Australia,Tablet,Organic Search,Home,11,2.75,0,1,60.53
348,07/11/2023,Germany,Mobile,Referral,Home,4,6.19,1,1,123.76
349,18/04/2023,Australia,Mobile,Organic Search,Home,4,9.03,1,1,63.32
350,04/09/2023,UK,Tablet,Email,Fashion,2,6.9,0,0,0.00
351,04/09/2024,USA,Mobile,Referral,Home,8,8.31,0,0,0.00
352,18/10/2024,Canada,Tablet,Social Media,Fashion,6,4.96,1,1,36.16
353,01/03/2023,UK,Desktop,Social Media,Books,5,7.79,0,0,0.00
354,10/12/2024,UK,Mobile,Email,Electronics,7,9.1,0,1,70.33
355,03/09/2024,USA,Mobile,Direct,Books,5,9.19,0,0,0.00
356,07/04/2024,Australia,Desktop,Referral,Home,5,5.29,0,0,0.00
357,25/08/2023,India,Desktop,Organic Search,Home,5,7.79,0,0,0.00
358,13/04/2023,Canada,Mobile,Email,Home,10,5.01,1,1,55.38
359,06/01/2023,Australia,Tablet,Direct,Home,7,8.33,0,0,0.00
360,12/10/2024,Canada,Desktop,Direct,Home,7,3.86,0,0,0.00
361,29/05/2024,India,Tablet,Paid Ads,Beauty,6,5.65,0,1,61.40
362,08/10/2023,India,Tablet,Referral,Home,6,1,0,0,0.00
363,25/01/2023,Canada,Mobile,Direct,Electronics,5,5.25,1,1,43.75
364,23/02/2023,Australia,Desktop,Direct,Home,3,6.87,1,1,107.73
365,27/08/2023,Australia,Desktop,Organic Search,Fashion,5,7.9,0,1,26.62
366,28/07/2024,India,Mobile,Social Media,Beauty,5,7.27,1,0,0.00
367,21/09/2024,India,Mobile,Paid Ads,Sports,4,4.9,1,0,0.00
368,04/05/2023,USA,Desktop,Email,Home,7,7.06,0,1,54.06
369,12/08/2023,Australia,Tablet,Direct,Sports,3,9.14,0,0,0.00
370,09/08/2023,Germany,Tablet,Direct,Books,4,4.28,0,0,0.00
371,26/04/2023,USA,Desktop,Direct,Electronics,8,3.61,0,1,124.29
372,15/05/2023,Germany,Tablet,Email,Home,4,10.53,1,1,72.86
373,18/05/2023,India,Tablet,Social Media,Fashion,9,4.1,1,0,0.00
374,18/04/2023,Germany,Desktop,Paid Ads,Home,3,4.65,1,0,0.00
375,14/07/2023,India,Tablet,Social Media,Sports,9,3.9,1,1,113.93
376,25/02/2024,Australia,Desktop,Organic Search,Beauty,5,2.81,0,0,0.00
377,05/06/2024,UK,Mobile,Organic Search,Beauty,3,9.39,1,0,0.00
378,27/09/2024,India,Tablet,Paid Ads,Books,8,5.89,0,1,56.97
379,04/11/2024,Australia,Tablet,Organic Search,Electronics,6,7.21,1,1,83.28
380,13/06/2024,UK,Mobile,Paid Ads,Sports,6,5.67,0,0,0.00
381,03/12/2023,USA,Mobile,Referral,Fashion,5,3.9,1,1,34.61
382,07/09/2024,Canada,Mobile,Paid Ads,Home,4,6.57,0,0,0.00
383,20/04/2023,USA,Tablet,Organic Search,Home,3,6.16,0,0,0.00
384,13/02/2024,USA,Mobile,Referral,Home,7,7.11,0,1,63.34
385,11/06/2024,USA,Mobile,Direct,Electronics,9,6.66,0,0,0.00
386,05/11/2024,USA,Mobile,Social Media,Fashion,6,7.36,1,0,0.00
387,21/04/2023,Canada,Desktop,Organic Search,Fashion,6,8.19,0,0,0.00
388,17/05/2023,UK,Mobile,Paid Ads,Books,2,6.39,0,0,0.00
389,27/10/2024,Germany,Tablet,Organic Search,Books,7,4.19,0,1,24.37
390,20/09/2023,India,Desktop,Email,Home,8,6.27,0,0,0.00
391,23/08/2024,Canada,Tablet,Organic Search,Beauty,9,4.69,1,0,0.00
392,23/02/2023,Canada,Mobile,Referral,Electronics,3,8.08,0,0,0.00
393,20/12/2024,Australia,Tablet,Referral,Home,6,9.03,0,0,0.00
394,16/11/2023,Germany,Tablet,Organic Search,Electronics,9,8.96,0,0,0.00
395,07/07/2023,Germany,Desktop,Email,Books,4,10.33,1,1,148.98
396,19/10/2023,India,Desktop,Direct,Beauty,6,5.85,0,0,0.00
397,12/06/2024,India,Mobile,Social Media,Sports,6,5.85,1,1,17.53
398,10/09/2023,USA,Mobile,Paid Ads,Home,6,3.98,0,0,0.00
399,29/08/2024,Canada,Tablet,Referral,Sports,4,7.06,0,1,157.14
400,24/06/2024,Australia,Desktop,Email,Sports,5,6.26,1,0,0.00
401,25/02/2024,Canada,Desktop,Email,Sports,6,4.82,0,0,0.00
402,25/03/2024,Canada,Desktop,Organic Search,Books,10,3.42,0,0,0.00
403,07/07/2024,India,Tablet,Direct,Sports,6,6.59,0,1,99.63
404,21/10/2023,Australia,Mobile,Email,Beauty,6,3.1,0,0,0.00
405,16/01/2023,USA,Desktop,Social Media,Beauty,6,10.21,0,1,102.45
406,04/01/2024,Germany,Desktop,Direct,Electronics,3,6.1,0,0,0.00
407,20/06/2023,UK,Desktop,Social Media,Books,5,3.88,0,0,0.00
408,15/11/2023,UK,Desktop,Paid Ads,Books,6,3.98,0,1,43.44
409,07/03/2024,Germany,Mobile,Organic Search,Electronics,4,3.48,1,0,0.00
410,24/06/2023,India,Desktop,Organic Search,Books,4,7.01,1,1,96.14
411,03/03/2024,Australia,Desktop,Paid Ads,Sports,5,5.3,0,1,127.81
412,23/06/2024,India,Tablet,Referral,Sports,5,4.16,0,0,0.00
413,29/09/2024,UK,Tablet,Organic Search,Beauty,6,8.74,0,0,0.00
414,07/06/2023,UK,Tablet,Email,Books,6,3.66,0,0,0.00
415,30/10/2023,India,Desktop,Referral,Home,4,7.76,1,1,25.07
416,22/04/2023,UK,Mobile,Referral,Sports,5,4.14,0,0,0.00
417,27/11/2023,USA,Mobile,Direct,Beauty,3,7.14,1,1,60.99
418,26/05/2023,USA,Mobile,Social Media,Sports,5,3.4,0,0,0.00
419,06/05/2023,UK,Mobile,Social Media,Sports,10,4.74,0,0,0.00
420,07/10/2024,USA,Desktop,Referral,Sports,4,4.5,1,1,103.37
421,16/01/2024,Canada,Tablet,Direct,Sports,4,9.32,1,1,61.28
422,19/10/2024,India,Tablet,Direct,Books,5,8,0,0,0.00
423,10/07/2023,UK,Mobile,Paid Ads,Home,5,6,1,0,0.00
424,14/03/2023,Australia,Desktop,Social Media,Home,8,8.3,1,1,27.62
425,13/01/2023,India,Mobile,Paid Ads,Sports,6,5.43,0,0,0.00
426,26/12/2024,Australia,Desktop,Organic Search,Fashion,6,6.84,1,0,0.00
427,03/09/2024,Australia,Tablet,Organic Search,Electronics,4,6.53,0,0,0.00
428,14/08/2024,Australia,Tablet,Paid Ads,Beauty,11,10.44,0,0,0.00
429,26/04/2024,Germany,Desktop,Social Media,Fashion,3,6.02,0,0,0.00
430,19/07/2024,UK,Desktop,Direct,Home,10,7.11,0,0,0.00
431,10/10/2023,Canada,Tablet,Organic Search,Electronics,4,5.27,1,1,21.35
432,29/11/2024,USA,Mobile,Referral,Electronics,9,9.39,0,1,41.29
433,18/12/2024,Australia,Mobile,Social Media,Beauty,5,6.67,1,1,69.82
434,01/01/2023,Australia,Desktop,Email,Sports,4,6.7,0,0,0.00
435,04/12/2024,Germany,Desktop,Social Media,Fashion,5,7.99,0,0,0.00
436,22/01/2023,Canada,Mobile,Social Media,Beauty,6,9.41,1,0,0.00
437,26/04/2024,India,Desktop,Direct,Books,5,8.23,0,1,8.22
438,03/09/2024,Canada,Desktop,Referral,Books,10,5.83,1,1,64.08
439,14/03/2024,UK,Mobile,Paid Ads,Beauty,4,8.51,0,0,0.00
440,22/10/2023,Canada,Mobile,Organic Search,Fashion,6,5.1,0,1,105.99
441,20/05/2024,UK,Mobile,Paid Ads,Home,7,2.28,0,0,0.00
442,21/11/2024,UK,Desktop,Organic Search,Electronics,3,6.23,0,0,0.00
443,27/11/2024,Germany,Tablet,Email,Fashion,7,3.77,0,1,59.20
444,02/02/2024,USA,Desktop,Referral,Books,7,5.35,1,0,0.00
445,21/04/2024,USA,Tablet,Referral,Books,5,4.41,0,0,0.00
446,03/09/2024,UK,Mobile,Email,Books,8,1,0,0,0.00
447,23/11/2023,India,Desktop,Organic Search,Beauty,8,5.51,1,0,0.00
448,07/04/2023,India,Desktop,Referral,Beauty,5,4.11,0,0,0.00
449,04/12/2024,Canada,Desktop,Direct,Books,7,9.14,1,1,60.27
450,11/11/2024,Germany,Desktop,Organic Search,Beauty,7,3.2,0,0,0.00
451,06/05/2023,India,Desktop,Paid Ads,Sports,10,8.64,0,0,0.00
452,17/03/2024,Germany,Tablet,Social Media,Electronics,4,3.78,0,0,0.00
453,02/03/2024,Germany,Mobile,Paid Ads,Beauty,4,8.29,0,0,0.00
454,10/05/2023,Canada,Desktop,Referral,Electronics,5,9.75,1,0,0.00
455,25/11/2024,Germany,Desktop,Direct,Home,5,9.24,1,0,0.00
456,14/01/2023,USA,Desktop,Paid Ads,Electronics,7,5.52,0,1,12.27
457,29/12/2024,Canada,Tablet,Organic Search,Sports,8,2.41,1,1,38.02
458,12/12/2024,Canada,Mobile,Social Media,Home,8,9.34,0,1,28.88
459,28/05/2023,Australia,Tablet,Paid Ads,Fashion,5,5.77,0,1,194.89
460,03/04/2024,India,Mobile,Social Media,Fashion,10,3.23,0,0,0.00
461,10/05/2023,USA,Tablet,Paid Ads,Books,9,3.64,0,1,50.20
462,08/01/2024,India,Mobile,Direct,Beauty,6,4.45,1,1,53.23
463,18/06/2024,Germany,Tablet,Referral,Beauty,4,3.44,0,0,0.00
464,24/09/2023,Australia,Tablet,Direct,Books,7,6.14,1,0,0.00
465,30/05/2024,Canada,Desktop,Direct,Home,6,4.21,0,1,42.21
466,16/03/2024,USA,Desktop,Organic Search,Beauty,6,3.98,1,0,0.00
467,21/04/2024,Germany,Tablet,Social Media,Home,7,5.51,0,1,121.79
468,01/12/2024,Canada,Mobile,Social Media,Sports,4,9.29,0,0,0.00
469,12/12/2024,India,Desktop,Email,Beauty,5,6.72,1,1,149.20
470,08/08/2024,India,Mobile,Social Media,Home,5,5.7,0,0,0.00
471,09/12/2023,India,Tablet,Organic Search,Sports,2,8.36,0,0,0.00
472,14/08/2023,Canada,Tablet,Email,Beauty,8,5.57,0,1,76.74
473,08/06/2024,Canada,Tablet,Direct,Electronics,7,8.12,0,1,65.52
474,05/01/2023,Germany,Tablet,Direct,Fashion,3,4.62,0,0,0.00
475,28/11/2024,UK,Tablet,Email,Sports,3,5.79,1,0,0.00
476,09/10/2023,USA,Mobile,Email,Electronics,5,6.79,0,0,0.00
477,03/04/2024,UK,Tablet,Organic Search,Sports,5,6.38,1,0,0.00
478,10/12/2024,Australia,Mobile,Organic Search,Fashion,4,6.59,0,0,0.00
479,25/08/2023,Australia,Desktop,Email,Sports,9,1,1,1,74.24
480,26/04/2024,Canada,Tablet,Paid Ads,Home,12,7.3,0,0,0.00
481,03/11/2023,UK,Desktop,Email,Beauty,5,7.62,0,0,0.00
482,11/04/2023,UK,Tablet,Referral,Electronics,6,4.82,1,0,0.00
483,26/07/2023,Australia,Tablet,Social Media,Electronics,5,8.84,1,0,0.00
484,08/09/2023,UK,Mobile,Referral,Books,4,9.37,0,0,0.00
485,18/07/2023,Germany,Desktop,Social Media,Books,7,8,0,1,5.66
486,05/04/2024,Australia,Tablet,Paid Ads,Home,7,4.97,1,0,0.00
487,10/08/2024,India,Tablet,Direct,Fashion,7,6.03,0,0,0.00
488,29/11/2023,UK,Desktop,Direct,Books,7,6.96,0,0,0.00
489,21/05/2024,Australia,Desktop,Paid Ads,Sports,10,6.56,0,0,0.00
490,25/12/2024,Australia,Mobile,Social Media,Sports,2,4.98,0,0,0.00
491,20/03/2024,Germany,Tablet,Social Media,Fashion,6,8.78,1,0,0.00
492,05/04/2023,Australia,Tablet,Direct,Books,11,6.65,1,0,0.00
493,27/08/2024,Canada,Mobile,Direct,Books,9,5.84,1,0,0.00
494,08/01/2024,Germany,Tablet,Social Media,Electronics,3,8.18,1,1,69.04
495,15/09/2023,UK,Desktop,Paid Ads,Fashion,9,7.12,1,1,298.65
496,03/11/2023,UK,Desktop,Paid Ads,Fashion,3,5.92,1,0,0.00
497,10/12/2023,USA,Mobile,Organic Search,Home,4,6.35,1,0,0.00
498,21/10/2024,India,Tablet,Referral,Books,5,1.8,1,0,0.00
499,26/05/2023,Canada,Mobile,Direct,Home,6,7.56,1,0,0.00
500,22/05/2024,Canada,Mobile,Referral,Beauty,8,5.82,1,1,8.98
501,30/05/2023,USA,Mobile,Paid Ads,Books,4,4.81,1,0,0.00
502,15/05/2023,Canada,Mobile,Direct,Beauty,5,5.86,0,0,0.00
503,02/05/2023,India,Desktop,Social Media,Books,3,6.73,1,0,0.00
504,29/04/2023,Australia,Mobile,Email,Sports,2,9.21,1,0,0.00
505,20/02/2024,UK,Tablet,Email,Fashion,4,4.2,0,0,0.00
506,02/06/2024,Canada,Mobile,Social Media,Beauty,5,7.6,0,0,0.00
507,04/10/2023,USA,Desktop,Direct,Sports,6,7.87,0,0,0.00
508,11/09/2024,Germany,Desktop,Social Media,Beauty,4,3.81,0,0,0.00
509,11/08/2024,Canada,Tablet,Email,Fashion,7,7,0,1,108.41
510,30/04/2023,USA,Tablet,Paid Ads,Home,5,3.69,0,0,0.00
511,27/04/2023,India,Tablet,Email,Home,5,2.07,0,0,0.00
512,16/03/2024,Canada,Mobile,Direct,Sports,4,5.83,0,0,0.00
513,01/04/2023,India,Desktop,Organic Search,Fashion,6,9.19,0,1,66.53
514,15/06/2023,UK,Desktop,Referral,Fashion,5,5.44,1,0,0.00
515,28/05/2024,Germany,Mobile,Paid Ads,Beauty,8,5.6,0,0,0.00
516,08/05/2023,UK,Mobile,Email,Electronics,8,7.43,1,0,0.00
517,08/02/2023,Germany,Tablet,Social Media,Fashion,5,6.24,1,1,95.13
518,02/09/2024,Germany,Mobile,Social Media,Fashion,7,8.14,0,0,0.00
519,03/08/2024,India,Desktop,Organic Search,Books,11,7.15,1,0,0.00
520,26/01/2023,Australia,Desktop,Paid Ads,Fashion,4,7.46,1,1,60.36
521,29/05/2023,India,Desktop,Email,Books,8,7.93,1,0,0.00
522,19/07/2023,USA,Tablet,Email,Beauty,7,4.24,1,1,71.96
523,25/03/2023,Canada,Mobile,Organic Search,Electronics,5,4.02,0,1,70.05
524,06/09/2023,UK,Mobile,Paid Ads,Sports,3,7.49,1,1,168.11
525,08/10/2024,Australia,Tablet,Referral,Beauty,7,1.71,0,0,0.00
526,10/11/2023,India,Desktop,Paid Ads,Home,8,6.35,1,0,0.00
527,27/04/2023,India,Mobile,Paid Ads,Beauty,3,4.31,0,0,0.00
528,24/03/2024,Australia,Tablet,Email,Electronics,4,7.11,0,1,92.84
529,05/12/2024,India,Desktop,Referral,Sports,7,5.44,0,0,0.00
530,11/11/2023,India,Tablet,Referral,Sports,6,3.35,0,0,0.00
531,28/01/2023,USA,Tablet,Paid Ads,Home,5,7.09,1,0,0.00
532,17/08/2024,Germany,Mobile,Referral,Home,5,8.69,0,0,0.00
533,19/01/2024,USA,Tablet,Email,Fashion,2,3.48,0,0,0.00
534,02/12/2023,Australia,Tablet,Organic Search,Sports,5,5.97,1,0,0.00
535,09/05/2024,UK,Mobile,Referral,Sports,8,5.57,0,0,0.00
536,20/05/2024,Canada,Tablet,Referral,Electronics,7,6.82,1,1,55.43
537,23/09/2024,Germany,Desktop,Organic Search,Books,6,5.66,0,0,0.00
538,12/09/2023,Germany,Desktop,Social Media,Books,2,6.38,1,0,0.00
539,06/04/2024,India,Desktop,Organic Search,Home,5,6.15,0,0,0.00
540,29/01/2023,USA,Tablet,Direct,Books,6,5.72,0,0,0.00
541,27/10/2023,India,Tablet,Direct,Home,3,6.81,1,1,29.78
542,13/09/2024,USA,Mobile,Social Media,Sports,5,6,0,0,0.00
543,01/02/2024,UK,Tablet,Paid Ads,Books,4,9.3,0,1,102.13
544,20/12/2023,Germany,Tablet,Email,Books,3,7.73,0,1,35.52
545,25/06/2024,USA,Mobile,Organic Search,Books,8,4.66,0,0,0.00
546,26/01/2023,Germany,Mobile,Social Media,Fashion,6,5.27,1,0,0.00
547,07/06/2024,India,Mobile,Organic Search,Home,4,7.19,1,1,68.83
548,18/01/2023,UK,Tablet,Email,Sports,7,5.05,1,1,203.86
549,13/03/2023,Germany,Desktop,Organic Search,Books,4,5.22,1,0,0.00
550,21/06/2024,USA,Desktop,Social Media,Electronics,6,4.18,1,0,0.00
551,20/03/2023,Australia,Desktop,Social Media,Electronics,7,10.21,1,0,0.00
552,04/12/2024,UK,Desktop,Email,Books,6,7.86,1,1,112.05
553,29/11/2023,Germany,Desktop,Social Media,Fashion,3,6.36,1,1,15.21
554,10/05/2024,Germany,Tablet,Email,Home,4,3.46,0,0,0.00
555,20/08/2023,Canada,Desktop,Organic Search,Books,5,3.51,1,0,0.00
556,28/01/2024,Germany,Mobile,Email,Sports,5,4.9,0,0,0.00
557,14/01/2024,USA,Tablet,Social Media,Home,8,6.05,1,0,0.00
558,28/12/2024,India,Mobile,Social Media,Books,8,2.64,1,1,137.30
559,13/11/2023,UK,Desktop,Email,Sports,6,3.91,1,1,94.22
560,06/01/2024,Australia,Desktop,Paid Ads,Books,5,6.58,1,0,0.00
561,14/04/2023,Germany,Desktop,Email,Electronics,5,4.2,0,1,55.21
562,10/10/2024,Australia,Desktop,Referral,Beauty,2,5.19,1,1,82.78
563,21/11/2023,UK,Tablet,Organic Search,Electronics,7,7.19,0,0,0.00
564,24/06/2024,Australia,Tablet,Email,Home,9,5.95,0,0,0.00
565,02/05/2024,Canada,Tablet,Direct,Fashion,7,8.4,0,0,0.00
566,21/07/2023,India,Mobile,Referral,Books,5,7.33,1,0,0.00
567,07/06/2024,Germany,Mobile,Paid Ads,Electronics,5,3.97,0,0,0.00
568,26/10/2024,USA,Tablet,Social Media,Home,3,8.85,0,0,0.00
569,17/07/2023,Germany,Tablet,Organic Search,Sports,9,5.16,0,0,0.00
570,20/08/2023,USA,Tablet,Email,Home,3,9.15,0,0,0.00
571,06/02/2023,UK,Desktop,Organic Search,Sports,6,7.12,0,0,0.00
572,08/03/2024,USA,Tablet,Social Media,Beauty,5,8.7,0,0,0.00
573,10/05/2023,UK,Tablet,Social Media,Fashion,7,4.69,1,1,84.68
574,28/04/2023,India,Mobile,Direct,Fashion,6,5.04,0,0,0.00
575,21/01/2023,Germany,Tablet,Email,Sports,6,7.1,0,0,0.00
576,24/09/2024,India,Desktop,Social Media,Books,4,6.65,1,0,0.00
577,08/07/2024,Germany,Mobile,Referral,Home,3,6.37,0,0,0.00
578,24/04/2024,Australia,Desktop,Paid Ads,Electronics,3,7.97,1,1,35.14
579,17/08/2023,USA,Mobile,Email,Fashion,4,5.17,1,0,0.00
580,01/10/2023,Australia,Desktop,Organic Search,Books,5,6.45,0,1,105.20
581,22/12/2024,UK,Tablet,Social Media,Books,8,6.3,1,0,0.00
582,20/10/2023,India,Tablet,Referral,Home,5,2.52,1,0,0.00
583,05/10/2024,UK,Mobile,Direct,Books,4,6,0,1,57.88
584,15/01/2024,Australia,Tablet,Paid Ads,Home,10,7.31,0,0,0.00
585,29/04/2023,Canada,Mobile,Organic Search,Fashion,4,7.76,0,1,63.00
586,15/04/2023,USA,Mobile,Email,Electronics,5,8.05,1,1,149.62
587,14/12/2024,UK,Tablet,Referral,Home,6,8.49,1,1,116.34
588,05/07/2024,Germany,Tablet,Paid Ads,Sports,4,7.94,0,1,133.62
589,29/10/2023,India,Mobile,Social Media,Beauty,3,3.58,1,0,0.00
590,16/05/2023,Australia,Tablet,Email,Sports,7,3.6,0,1,123.77
591,09/02/2024,Germany,Desktop,Referral,Electronics,5,5.73,0,0,0.00
592,21/08/2023,USA,Desktop,Direct,Electronics,4,4.47,1,0,0.00
593,04/07/2024,Germany,Desktop,Direct,Sports,3,8.93,1,1,44.91
594,29/06/2023,UK,Mobile,Referral,Books,5,6.11,1,0,0.00
595,31/01/2024,Canada,Mobile,Paid Ads,Beauty,2,6.57,1,0,0.00
596,31/03/2023,Canada,Mobile,Organic Search,Sports,6,5.63,0,0,0.00
597,16/10/2024,USA,Desktop,Paid Ads,Fashion,8,2.8,0,1,79.41
598,06/01/2024,UK,Tablet,Paid Ads,Home,7,7.8,0,0,0.00
599,25/08/2024,Canada,Desktop,Organic Search,Home,8,8.82,1,1,79.38
600,11/01/2024,USA,Tablet,Referral,Home,5,7.88,0,0,0.00
601,18/11/2024,USA,Tablet,Social Media,Sports,7,5.22,0,0,0.00
602,14/11/2023,Canada,Mobile,Referral,Books,7,4.38,1,1,65.77
603,10/11/2023,USA,Tablet,Referral,Fashion,4,7.91,1,0,0.00
604,26/09/2024,USA,Tablet,Referral,Books,9,10.65,0,0,0.00
605,13/02/2023,Canada,Desktop,Referral,Electronics,11,8.81,0,1,54.96
606,18/10/2024,India,Mobile,Organic Search,Books,4,10.68,0,0,0.00
607,19/07/2023,Canada,Desktop,Direct,Fashion,5,5.33,0,0,0.00
608,09/05/2023,Canada,Desktop,Referral,Books,6,6.2,1,1,91.96
609,04/02/2023,India,Desktop,Direct,Sports,10,7.17,1,1,46.00
610,15/07/2023,UK,Tablet,Social Media,Beauty,4,5.15,1,0,0.00
611,24/05/2024,USA,Tablet,Email,Home,5,8.12,0,0,0.00
612,06/12/2024,Germany,Mobile,Direct,Electronics,7,6.27,0,0,0.00
613,25/04/2024,USA,Desktop,Email,Beauty,5,11.84,0,0,0.00
614,27/08/2024,Germany,Mobile,Social Media,Sports,7,5.83,1,0,0.00
615,27/10/2024,USA,Desktop,Direct,Home,2,6.14,0,1,78.61
616,06/12/2023,Australia,Desktop,Email,Fashion,10,5.11,0,0,0.00
617,12/01/2024,UK,Tablet,Referral,Electronics,7,6.53,1,1,58.95
618,23/03/2024,UK,Mobile,Email,Electronics,4,7.45,0,1,69.87
619,14/05/2023,UK,Desktop,Paid Ads,Fashion,7,10.29,1,1,86.17
620,16/12/2024,India,Mobile,Social Media,Beauty,5,7.51,1,0,0.00
621,13/12/2024,Canada,Desktop,Paid Ads,Fashion,7,6.17,1,0,0.00
622,12/09/2024,UK,Tablet,Direct,Home,8,5.07,0,0,0.00
623,13/05/2023,USA,Mobile,Email,Sports,8,3.03,1,0,0.00
624,13/10/2023,Germany,Desktop,Social Media,Beauty,4,6.53,1,0,0.00
625,13/03/2024,India,Mobile,Email,Sports,8,8.44,0,0,0.00
626,22/01/2024,Germany,Mobile,Paid Ads,Sports,6,7.65,0,1,151.99
627,31/10/2024,UK,Mobile,Organic Search,Home,2,5.04,1,1,17.29
628,22/12/2023,Germany,Tablet,Direct,Books,5,6.95,0,0,0.00
629,06/01/2024,Germany,Desktop,Referral,Electronics,5,4.4,0,0,0.00
630,03/11/2024,India,Desktop,Paid Ads,Home,3,5.94,0,0,0.00
631,11/08/2024,Australia,Desktop,Email,Home,2,5.65,0,1,139.79
632,11/02/2023,India,Desktop,Organic Search,Sports,5,6.42,1,0,0.00
633,12/03/2023,Canada,Mobile,Social Media,Sports,4,5.86,0,0,0.00
634,30/11/2024,UK,Mobile,Email,Sports,7,7.7,0,0,0.00
635,28/01/2023,Germany,Tablet,Social Media,Sports,5,3.89,0,0,0.00
636,07/07/2023,Australia,Tablet,Organic Search,Fashion,11,6.51,0,1,39.19
637,12/10/2024,India,Desktop,Social Media,Home,9,5.41,0,0,0.00
638,20/01/2023,Canada,Desktop,Paid Ads,Fashion,6,7.07,1,1,99.48
639,10/05/2023,Canada,Tablet,Email,Sports,3,5.34,0,1,136.40
640,27/05/2023,India,Mobile,Organic Search,Fashion,6,3.34,1,0,0.00
641,24/08/2024,Australia,Desktop,Email,Sports,6,1.64,1,1,16.92
642,11/12/2023,Germany,Mobile,Referral,Sports,5,8.83,0,0,0.00
643,29/10/2024,USA,Desktop,Referral,Home,6,3.33,0,0,0.00
644,25/02/2024,USA,Desktop,Referral,Books,7,5.82,0,0,0.00
645,25/03/2024,UK,Tablet,Social Media,Sports,7,6.37,0,0,0.00
646,10/09/2023,Canada,Tablet,Email,Books,3,5.52,0,0,0.00
647,09/04/2024,Canada,Desktop,Email,Electronics,5,3.53,1,1,180.32
648,16/02/2023,UK,Desktop,Direct,Electronics,9,7.38,1,1,90.98
649,29/03/2023,Germany,Tablet,Social Media,Books,10,9.03,0,0,0.00
650,30/10/2023,Australia,Tablet,Organic Search,Sports,4,6.76,0,1,104.06
651,04/03/2023,Germany,Desktop,Direct,Sports,11,1.74,0,0,0.00
652,05/03/2023,Canada,Mobile,Direct,Electronics,4,7.41,1,0,0.00
653,07/03/2023,Canada,Desktop,Paid Ads,Sports,7,7.07,1,0,0.00
654,19/09/2024,Australia,Tablet,Referral,Beauty,7,7.75,0,0,0.00
655,16/09/2024,USA,Tablet,Paid Ads,Electronics,6,7.12,1,0,0.00
656,25/11/2023,Canada,Tablet,Organic Search,Fashion,6,5.56,1,0,0.00
657,05/12/2024,India,Desktop,Social Media,Beauty,5,4.71,1,1,39.94
658,31/12/2023,USA,Desktop,Direct,Fashion,8,7.56,1,0,0.00
659,02/12/2024,Germany,Tablet,Referral,Beauty,5,8.51,0,0,0.00
660,04/06/2024,Australia,Tablet,Organic Search,Books,8,5.6,1,1,81.79
661,22/02/2024,USA,Tablet,Paid Ads,Sports,4,4,0,1,105.77
662,28/07/2024,UK,Tablet,Email,Sports,9,4.83,1,1,41.99
663,21/02/2023,Germany,Desktop,Paid Ads,Beauty,4,5.49,0,1,19.90
664,23/07/2023,Canada,Desktop,Referral,Home,5,7.76,0,0,0.00
665,10/05/2024,Australia,Tablet,Direct,Books,6,4.66,0,0,0.00
666,16/01/2024,Australia,Desktop,Referral,Beauty,7,8.04,0,0,0.00
667,27/07/2024,USA,Mobile,Social Media,Sports,7,7.34,0,0,0.00
668,24/04/2024,UK,Mobile,Social Media,Home,6,8.36,1,0,0.00
669,28/04/2023,Australia,Mobile,Direct,Books,8,6,0,0,0.00
670,05/11/2023,Germany,Desktop,Email,Home,7,8.25,1,0,0.00
671,21/06/2024,Canada,Tablet,Social Media,Home,7,5.69,0,0,0.00
672,30/03/2023,India,Tablet,Direct,Sports,7,2.03,0,0,0.00
673,28/09/2023,Germany,Desktop,Social Media,Fashion,6,4.87,0,1,15.45
674,23/01/2023,UK,Mobile,Social Media,Books,6,5.2,1,1,35.12
675,16/09/2024,India,Desktop,Email,Books,3,4.82,0,0,0.00
676,01/03/2023,UK,Tablet,Email,Fashion,7,5.85,1,1,335.27
677,30/05/2024,USA,Tablet,Social Media,Sports,7,2.89,0,1,13.06
678,21/09/2024,Australia,Desktop,Paid Ads,Electronics,5,5.26,0,0,0.00
679,21/11/2023,Canada,Tablet,Referral,Fashion,3,4.38,1,1,219.60
680,25/01/2023,USA,Mobile,Direct,Sports,3,6.04,0,0,0.00
681,06/03/2024,USA,Tablet,Paid Ads,Electronics,5,3.07,1,0,0.00
682,04/10/2024,India,Desktop,Social Media,Books,5,2.69,1,0,0.00
683,09/03/2024,Germany,Mobile,Direct,Fashion,4,4.98,1,0,0.00
684,19/05/2023,India,Tablet,Paid Ads,Beauty,4,4.54,1,0,0.00
685,17/01/2024,Australia,Desktop,Email,Books,4,9.95,0,1,83.87
686,25/08/2023,USA,Desktop,Social Media,Home,2,3.39,1,1,157.89
687,17/01/2023,Australia,Mobile,Organic Search,Books,7,6.07,0,0,0.00
688,02/12/2023,Canada,Mobile,Referral,Books,5,4.01,0,0,0.00
689,02/03/2024,Australia,Mobile,Paid Ads,Beauty,8,7.54,1,0,0.00
690,19/06/2023,USA,Mobile,Email,Beauty,4,7.64,1,0,0.00
691,26/07/2024,USA,Tablet,Social Media,Electronics,6,3.77,0,0,0.00
692,18/11/2024,India,Desktop,Referral,Sports,5,6.63,0,0,0.00
